,Sr.no,Year,Mo,Dy,Hr,Mn,Sec,TsunamiNanEventNanValidity,TsunamiNanCauseNanCode,EarthquakeNanMagnitude,Vol,MoreNanInfo,Deposits,Country,LocationNanName,Latitude,Longitude,MaximumNanWaterNanHeightNan(m),NumberNanofNanRunups,TsunamiNanMagnitudeNan(Abe),TsunamiNanMagnitudeNan(Iida),TsunamiNanIntensity,Deaths,DeathNanDescription,Missing,MissingNanDescription,Injuries,InjuriesNanDescription,DamageNan($Mil),DamageNanDescription,HousesNanDestroyed,HousesNanDestroyedNanDescription,HousesNanDamaged,HousesNanDamagedNanDescription,TotalNanDeaths,TotalNanDeathNanDescription,TotalNanMissing,TotalNanMissingNanDescription,TotalNanInjuries,TotalNanInjuriesNanDescription,TotalNanDamageNan($Mil),TotalNanDamageNanDescription,TotalNanHousesNanDestroyed,TotalNanHousesNanDestroyedNanDescription,TotalNanHousesNanDamaged,TotalNanHousesNanDamagedNanDescription,Code
102,103,1907,7.0,25.0,,,,2,6,,7534.0,,0,Samoa,MATAVANUNanVOLCANO,-13.612,-172.525,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,WSM
103,104,1907,7.0,,,,,2,6,,2029.0,,0,Tonga,TONGANanISLANDS,-21.38,-175.65,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,TON
104,105,1907,9.0,24.0,12.0,58.0,0.0,3,3,5.5,,,0,Usa,"SKAGWAY,NanAK",59.5,-135.5,0.7,1,,-0.5,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,USA
105,106,1907,10.0,6.0,,,,4,6,,4984.0,,0,Samoa,MATAVANUNanVOLCANO,-13.612,-172.525,3.6,2,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,3.0,,3.0,,,WSM
106,107,1907,10.0,23.0,20.0,28.0,19.0,4,1,5.9,,,0,Italy,IONIANNanCALABRIA,38.133,16.017,,2,,,3.0,,,,,,,,,,,,,158.0,3.0,,,,,,2.0,,3.0,,,ITA
107,108,1907,12.0,15.0,17.0,35.0,,2,1,7.4,,,0,Papua New Guinea,BISMARCKNanSEA,-3.1,142.5,,1,,,,,,,,,,,2.0,,3.0,,,,,,,,,,2.0,,3.0,,,PNG
108,109,1908,2.0,6.0,,,,3,1,7.5,,,0,Indonesia,SW.NanSUMATRA,-2.0,100.0,1.4,1,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,IDN
109,110,1908,2.0,14.0,11.0,25.0,0.0,1,3,6.0,,,0,Usa,"PRINCENanWILLIAMNanSOUND,NanAK",61.0,-146.2,,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,USA
110,111,1908,3.0,23.0,12.0,20.0,,-1,1,6.6,,,0,Indonesia,TIMORNanSEA,-10.0,129.0,,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,IDN
111,112,1908,4.0,6.0,,,,0,8,,,,0,Canada,NOTRENanDAMENanDENanLANanSALETTE,45.77,-75.6,15.0,1,,,,26.0,1.0,,,,,,2.0,40.0,1.0,,1.0,33.0,1.0,,,,,,2.0,40.0,1.0,,1.0,CAN
112,113,1908,5.0,31.0,,,,1,1,6.5,,,0,Ukraine,CRIMEA,44.0,34.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,UKR
113,114,1908,9.0,11.0,,,,2,0,,,,0,Canada,GULFNanOFNanSAINTNanLAWRENCE,48.958,-62.133,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN
114,115,1908,9.0,21.0,6.0,31.0,,4,1,6.8,,,0,Usa,HAWAII,19.0,-155.0,1.2,2,,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,USA
115,116,1908,12.0,12.0,12.0,8.0,,1,2,,,,0,Peru,S.NanPERU,-14.0,-78.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PER
116,117,1908,12.0,28.0,4.0,20.0,27.0,4,3,7.0,,,5,Italy,"MESSINANanSTRAIT,NanIONIANNanSEA",38.17,15.58,13.0,87,,,5.0,2000.0,4.0,,,,,,4.0,,4.0,,,80000.0,4.0,,,,,116.0,4.0,,4.0,,,ITA
117,118,1909,3.0,7.0,,,,2,1,,,,0,Cook Islands,RAROTONGA,-21.0,-159.0,3.0,3,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,COK
118,119,1909,3.0,12.0,23.0,19.0,,4,1,6.7,,,0,Japan,OFFNanBOSONanPENINSULA,34.5,141.5,,1,,-1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,JPN
119,120,1909,3.0,13.0,14.0,29.0,,4,1,7.5,,,0,Japan,OFFNanBOSONanPENINSULA,34.5,141.5,,1,,-1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,JPN
120,121,1909,4.0,8.0,0.0,30.0,,2,0,,,,0,Russia,BLACKNanSEA,44.2,38.1,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,122,1909,6.0,3.0,18.0,40.0,48.0,2,1,7.6,,,0,Indonesia,SUMATRA,-2.0,101.0,,4,,0.5,1.0,,,,,,,,,,,,,,3.0,,,,,,3.0,,3.0,,,IDN
122,123,1909,6.0,8.0,5.0,46.0,30.0,0,1,7.6,,,0,Chile,NORTHERNNanCHILE,-26.5,-70.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHL
123,124,1909,7.0,8.0,,,,1,1,,,,0,Vanuatu,VANUATUNanISLANDS,-15.5,167.2,,1,,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,,VUT
124,125,1909,7.0,30.0,10.0,51.0,54.0,2,1,7.4,,,0,Mexico,S.NanMEXICO,16.8,-99.8,9.0,1,,3.2,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,MEX
125,126,1909,8.0,14.0,6.0,30.0,0.0,4,1,6.9,,,0,Japan,"ANEGAWA,NanJAPAN",35.4,136.3,1.8,1,,1.0,,,,,,,,,,,,,,41.0,1.0,,,,,,3.0,976.0,3.0,,,JPN
126,127,1909,9.0,20.0,,,,-1,9,,,,0,Usa,LOUISIANA:NanGRANDNanISLE,,,,1,,,,300.0,3.0,,,,,,,,,,,300.0,3.0,,,,,,,,,,,USA
127,128,1909,10.0,6.0,2.0,41.0,,0,1,,,,0,Usa,UTAH,41.8,-112.7,,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,USA
128,129,1909,12.0,9.0,23.0,28.0,,4,1,8.0,,,0,Usa Territory,"GUAM,NanMARIANANanISLANDS",12.5,145.0,,1,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
129,130,1910,2.0,25.0,,,,1,1,6.0,,,0,Papua New Guinea,MATUPINanHARBOR,-4.25,152.25,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,PNG
130,131,1910,3.0,20.0,,,,0,8,,,,0,New Zealand,"LAKENanTAUPO,NanNORTHNanISLAND",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NZL
131,132,1910,11.0,5.0,,,,1,0,,,,0,Usa,"NOME,NanAK",64.0,-165.0,,2,,,,,,,,,,,2.0,,2.0,,,,,,,,,,2.0,,2.0,,,USA
132,133,1910,11.0,10.0,12.0,19.0,54.0,3,1,7.2,,,0,Vanuatu,VANUATUNanISLANDS,-14.0,166.5,,1,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,VUT
133,134,1910,11.0,21.0,12.0,45.0,,0,9,,,,0,Usa,"SANNanFRANCISCO,NanCA",,,0.3,1,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,USA
134,135,1910,12.0,18.0,2.0,42.0,,2,1,6.7,,,0,Indonesia,SULAWESI,4.0,127.0,,1,,-1.3,-1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,IDN
135,136,1910,12.0,30.0,,,,1,1,6.2,,,0,Philippines,SULUNanSEA,9.0,125.5,,1,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,PHL
136,137,1911,1.0,30.0,,,,4,6,,761.0,,2,Philippines,"TAAL,NanLUZONNanISLAND",14.002,120.993,3.0,2,,,,50.0,1.0,,,,,,1.0,,1.0,,,1335.0,4.0,,,199.0,3.0,,3.0,543.0,3.0,,1.0,PHL
137,138,1911,2.0,18.0,21.0,35.0,12.0,3,1,6.7,,,0,Albania,OCHRIDANanLAKE,40.9,20.8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALB
138,139,1911,5.0,8.0,,,,2,1,,,,0,Papua New Guinea,"BLANCHENanBAY,NanBISMARCKNanSEA",-4.25,152.25,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,PNG
139,140,1911,5.0,11.0,,,,2,0,6.6,,,0,Togo,GOLDNanCOAST,6.1,1.2,5.0,1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,TGO
140,141,1911,6.0,15.0,14.0,26.0,,4,1,8.0,,,0,Japan,RYUKYUNanISLANDS,28.0,130.0,,2,,1.0,1.5,,,,,,,,2.0,,3.0,,,12.0,1.0,,,,,,3.0,422.0,3.0,,,JPN
141,142,1911,7.0,12.0,4.0,7.0,36.0,1,1,7.8,,,0,Philippines,PHILIPPINENanTRENCH,9.0,126.0,,4,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,3.0,PHL
142,143,1911,9.0,15.0,13.0,10.0,,2,1,7.3,,,0,Chile,NORTHERNNanCHILE,-20.0,-72.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHL
143,144,1911,9.0,22.0,5.0,1.0,24.0,1,3,6.9,,,0,Usa,"PRINCENanWILLIAMNanSOUND,NanAK",60.5,-149.0,,1,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,USA
144,145,1911,11.0,3.0,,,,3,8,,4807.0,,0,Trinidad And Tobago,TRINIDAD,10.5,-61.2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTO
145,146,1912,1.0,24.0,16.0,23.0,14.0,2,1,6.4,,,0,Greece,IONIANNanSEA,37.928,21.013,,0,,,,,,,,,,,,,,,,8.0,1.0,,,40.0,1.0,,2.0,,,,,GRC
146,147,1912,4.0,13.0,,,,0,8,,,,0,Usa,"SOUTHERNNanSHORE,NanLAKENanERIENan(OHIO)",42.0,-81.0,,2,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,USA
147,148,1912,6.0,8.0,4.0,42.0,,3,1,6.6,,,0,Japan,SANRIKU,40.5,142.0,0.5,1,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,JPN
148,149,1912,8.0,9.0,1.0,29.0,2.1,4,3,7.2,,,0,Turkey,MARMARANanSEA,40.73,27.121,2.7,6,,,,,,,,,,,,,,,,2800.0,4.0,,,7000.0,4.0,,4.0,24700.0,4.0,15400.0,4.0,TUR
149,150,1912,10.0,31.0,17.0,24.0,,1,1,6.9,,,0,"Micronesia, Fed. States Of",CAROLINENanISLANDS,7.0,138.0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
150,151,1912,12.0,6.0,,,,1,1,,,,0,"Micronesia, Fed. States Of","YAPNanISLANDS,NanCAROLINENanISLANDS",,,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
151,152,1913,2.0,22.0,1.0,6.0,,3,1,6.8,,,0,New Zealand,TASMANNanSEA,-41.8,171.5,1.5,4,,0.6,0.5,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,NZL
152,153,1913,3.0,14.0,8.0,45.0,4.3,-1,4,7.8,585.0,,0,Indonesia,SANGIHENanISLAND,5.354,126.121,,1,,,,,,,,,,,,,,,,138.0,3.0,,,,,,2.0,,3.0,,,IDN
153,154,1913,6.0,9.0,,,,2,8,,,,0,Usa,"LONGPORT,NanNJ",39.314,-74.525,,1,,,,,,,,1.0,1.0,0.01,1.0,,,,,,,,,,,,1.0,,,,,USA
154,155,1913,7.0,28.0,6.0,40.0,,1,1,7.0,,,0,Peru,S.NanPERU,-16.6,-73.3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PER
155,156,1913,8.0,6.0,22.0,14.0,24.0,2,1,7.9,,,0,Peru,S.NanPERU,-17.0,-74.0,,0,,,,,,,,,,,,,,,,,2.0,,,,,,3.0,,3.0,,3.0,PER
156,157,1913,10.0,2.0,4.0,23.0,28.0,2,3,6.7,,,0,Panama,OFFNanCOAST,7.1,-80.6,,2,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,1.0,,1.0,,3.0,PAN
157,158,1913,10.0,11.0,4.0,6.0,3.0,4,1,7.0,,,0,Papua New Guinea,SOLOMONNanSEA,-7.0,148.0,0.1,1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,PNG
158,159,1913,12.0,11.0,,,,2,0,,,,0,Usa,"SANTANanBARBARA,NanS.NanCALIFORNIA",,,4.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
159,160,1914,1.0,12.0,9.0,28.0,,4,4,7.1,867.0,,2,Japan,SEIKAIDO,31.58,130.67,3.0,1,,1.6,-1.0,,,,,,,,1.0,,,,,63.0,2.0,,,112.0,3.0,19.0,3.0,2268.0,4.0,,,JPN
160,161,1914,1.0,12.0,,,,2,1,,,,0,Peru,CENTRALNanPERU,-12.0,-76.6,1.0,2,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,PER
161,162,1914,1.0,15.0,4.0,28.0,,1,1,,,,0,Italy,LIGURIANNanSEA,43.5,10.2,,0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,ITA
162,163,1914,2.0,26.0,4.0,58.0,12.0,1,1,7.2,,,0,Peru,S.NanPERU,-17.0,-72.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PER
163,164,1914,3.0,14.0,,,,-1,0,,,,0,Indonesia,INDONESIA,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
164,165,1914,5.0,26.0,14.0,22.0,47.7,4,1,8.1,,,0,Indonesia,NW.NanIRIANNanJAYA,-1.829,136.943,0.1,5,,1.5,2.0,,1.0,,,,,,,,,,,,3.0,,,,,,2.0,,3.0,,,IDN
165,166,1914,5.0,,,,,2,0,,,,0,Canada,GULFNanOFNanSAINTNanLAWRENCE,48.958,-62.133,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN
166,167,1914,6.0,25.0,19.0,7.0,25.9,2,1,7.6,,,0,Indonesia,INDONESIA,-3.924,101.82,,1,,,,,,,,,,,,,,,,20.0,1.0,,,20.0,1.0,,1.0,,1.0,,,IDN
167,168,1914,10.0,6.0,19.0,15.0,,4,3,,,,0,New Zealand,"TOLAGANanBAY,NanNORTHNanISLAND",-37.8,178.2,,0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,NZL
168,169,1914,11.0,27.0,14.0,39.0,42.6,1,3,6.3,,,0,Greece,IONIANNanSEA,38.582,20.587,3.0,1,,1.7,4.0,,,,,,,,,,,,,14.0,1.0,,,,,,3.0,,3.0,,2.0,GRC
169,170,1914,12.0,3.0,,,,2,0,,,,0,Indonesia,AMBONNanISLAND,-3.7,128.2,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,IDN
170,171,1915,1.0,27.0,1.0,9.0,56.0,2,1,6.6,,,0,Greece,IONIANNanSEA,38.4,20.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRC
171,172,1915,2.0,11.0,,,,1,9,,,,0,Usa Territory,"MANUANanISLANDS,NanAMERICANNanSAMOA",-14.18,-169.66,2.4,1,,,,3.0,1.0,,,,,,,,,,,3.0,1.0,,,,,,,,,,,
172,173,1915,5.0,23.0,,,,1,1,,,,0,Indonesia,KAIMANA,-3.644,133.695,0.5,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,IDN
173,174,1915,8.0,7.0,15.0,4.0,3.0,2,1,6.7,,,0,Greece,IONIANNanSEA,38.5,20.7,1.5,2,,,3.0,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,2.0,GRC
174,175,1915,8.0,,,,,1,1,,,,0,Papua New Guinea,"HUONNanGULF,NanSOLOMONNanSEA",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNG
175,176,1915,9.0,7.0,1.0,20.0,48.0,1,1,7.9,,,0,El Salvador,ELNanSALVADOR,14.0,-89.0,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,SLV
176,177,1915,11.0,1.0,7.0,23.0,43.0,4,1,7.8,,,0,Japan,SANRIKU,38.3,142.9,1.0,3,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,JPN
177,178,1915,11.0,6.0,,,,2,1,6.0,,,0,Indonesia,NW.NanIRIANNanJAYA,-1.0,136.0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,IDN
178,179,1915,11.0,18.0,20.0,19.0,18.0,3,1,6.4,,,0,Philippines,W.NanLUZONNanISLAND,18.0,119.5,,1,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,PHL
179,180,1916,1.0,1.0,13.0,20.0,49.3,3,1,7.9,,,0,Papua New Guinea,BISMARCKNanSEA,-4.739,152.548,,1,,1.5,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,PNG
180,181,1916,1.0,31.0,,,,2,1,,,,0,Costa Rica,COSTANanRICA-PANAMA,,,,0,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,CRI
181,182,1916,4.0,26.0,2.0,21.0,52.0,4,1,7.0,,,0,Panama,BOCASNanDELNanTORO,9.6,-82.0,1.3,6,,,,,,,,,,,1.0,,,,,,,,,,,0.025,1.0,,,,,PAN
182,183,1916,6.0,15.0,,,,2,0,,,,0,Norway,DRAMSFJORD,59.62,10.42,1.0,0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,NOR
183,184,1916,7.0,3.0,23.0,21.0,41.0,4,1,5.1,4743.0,,0,Italy,STROMBOLINanISLAND,38.817,15.233,10.0,3,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,ITA
184,185,1916,8.0,16.0,7.0,6.0,22.2,4,1,6.0,,,0,Italy,CENTRALNanADRIATIC,44.035,13.009,,1,,,2.0,,,,,,,,,,,,,4.0,1.0,,,60.0,2.0,,3.0,,,,,ITA
185,186,1916,8.0,29.0,,,,3,9,,,,0,Dominican Republic,SANTONanDOMINGO,,,,1,,,,43.0,1.0,,,204.0,3.0,,2.0,,,,,43.0,1.0,,,204.0,3.0,,2.0,,,,,DOM
186,187,1916,11.0,12.0,,,,2,1,,,,0,Venezuela,OCUMARENanDENanLANanCOSTANanDENanORO,10.46,-67.77,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,188,1917,1.0,9.0,,,,1,0,,,,0,Indonesia,CELEBESNanSEA,1.57,122.72,,1,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,IDN
188,189,1917,1.0,20.0,23.0,11.0,34.0,3,1,6.6,,,0,Indonesia,BALINanSEA,-7.0,116.0,2.0,2,,1.0,,,,,,,,,,,,,,1500.0,4.0,,,,,,2.0,,2.0,,,IDN
189,190,1917,1.0,25.0,,,,3,1,6.5,,,0,China,SOUTHNanCHINANanSEA,24.47,118.08,,2,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,CHN
190,191,1917,1.0,30.0,2.0,45.0,36.0,2,1,7.8,,,0,Russia,KAMCHATKA,56.5,163.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,192,1917,1.0,31.0,3.0,39.0,55.0,3,1,6.4,,,0,Philippines,CELEBESNanSEA,6.0,125.0,1.5,1,,0.6,,,,,,,,,,,,,,7.0,1.0,,,2.0,1.0,,2.0,,2.0,,,PHL
192,193,1917,1.0,,,,,1,0,,,,0,Indonesia,LINGANanARCHIPELAGO,-0.25,104.5,,0,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,IDN
193,194,1917,3.0,16.0,,,,2,0,,,,0,Indonesia,JAVANanSEA,-3.7,116.6,1.5,2,,,1.0,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,IDN
194,195,1917,5.0,1.0,18.0,27.0,,4,1,8.0,,,0,New Zealand,KERMADECNanISLANDS,-29.2,-177.0,0.3,6,,3.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,NZL
195,196,1917,5.0,6.0,12.0,19.0,,4,1,5.8,,,0,Taiwan,TAIWAN,23.2,121.6,0.5,1,,-1.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
196,197,1917,6.0,26.0,5.0,49.0,42.0,4,1,8.3,,,1,Samoa,SAMOANanISLANDS,-15.5,-173.0,12.2,17,,3.6,3.0,2.0,1.0,,,,,,2.0,,3.0,,,2.0,1.0,,,,,,2.0,,3.0,,,WSM
197,198,1917,7.0,29.0,21.0,52.0,31.0,2,1,7.5,,,0,Papua New Guinea,BISMARCKNanSEA,-3.705,141.729,0.9,1,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,PNG
198,199,1917,8.0,16.0,,,,3,8,,,,0,Usa,"TAKUNanINLET,NanJUNEAU,NanAK",58.204,-134.147,2.4,1,,,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,USA
199,200,1917,8.0,23.0,,,,2,0,,,,0,Indonesia,BANDANanSEA,-3.6,128.7,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,IDN
200,201,1917,9.0,1.0,,,,2,0,,,,0,French Polynesia,MAUPIHAA,,,1.9,1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,PYF
201,202,1917,11.0,16.0,3.0,19.0,28.0,2,1,7.5,,,0,New Zealand,KERMADECNanISLANDS,-29.0,-177.5,2.5,1,,1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,NZL
202,203,1917,12.0,6.0,13.0,4.0,,4,10,,,,0,Canada,"HALIFAX,NanNOVANanSCOTIA",44.633,-63.583,7.0,5,,,,,2.0,,,,,,,,,,,2000.0,4.0,,,9000.0,4.0,,,,,,,CAN
203,204,1918,2.0,13.0,6.0,7.0,13.0,3,3,7.5,,,0,China,GUANGDONGNanPROVINCE,23.5,117.2,,1,,1.0,-1.0,,,,,,,,,,,,,2000.0,4.0,,,,4.0,,4.0,,4.0,,,CHN
204,205,1918,5.0,20.0,17.0,55.0,10.0,2,1,7.9,,,0,Chile,NORTHERNNanCHILE,-28.5,-71.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHL
205,206,1918,7.0,18.0,2.0,30.0,,1,6,,4784.0,,0,Indonesia,SULAWESI,3.138,125.491,0.08,2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,IDN
206,207,1918,8.0,14.0,,,,0,1,5.5,,,0,China,YUNNANNanPROVINCE,26.9,103.0,,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,CHN
207,208,1918,8.0,15.0,12.0,18.0,24.0,4,1,8.3,,,0,Philippines,CELEBESNanSEA,5.538,123.994,7.2,10,,2.8,2.5,6.0,1.0,,,,,,2.0,,,,,52.0,2.0,,,,,,3.0,,,,,PHL
208,209,1918,9.0,7.0,17.0,16.0,,4,1,8.2,,,0,Russia,S.NanKURILNanISLANDS,45.5,151.5,12.0,22,,3.6,3.0,23.0,1.0,,,7.0,1.0,,2.0,,2.0,19.0,1.0,23.0,1.0,,,7.0,1.0,,2.0,,2.0,19.0,1.0,
209,210,1918,10.0,11.0,14.0,14.0,42.0,4,3,7.1,,,4,Usa Territory,PUERTONanRICO:NanMONANanPASSAGE,18.7,-67.189,6.1,21,,2.6,,140.0,3.0,,,,,4.0,2.0,,,,,144.0,3.0,,,,,4.0,2.0,,,,,
210,211,1918,10.0,25.0,3.0,43.0,,3,1,6.4,,,0,Usa Territory,PUERTONanRICO,18.441,-67.214,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,212,1918,11.0,8.0,4.0,38.0,,4,1,7.8,,,0,Russia,S.NanKURILNanISLANDS,44.5,151.5,0.5,8,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
212,213,1918,12.0,4.0,11.0,47.0,48.0,4,1,7.8,,,0,Chile,NORTHERNNanCHILE,-26.0,-71.0,5.0,4,,2.3,2.5,,,,,,,,1.0,,,,,,1.0,,,,,,3.0,,3.0,,,CHL
213,214,1918,,,,,,1,6,,4238.0,,0,Iceland,ICELAND,63.63,-19.05,,0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,ISL
214,215,1919,1.0,1.0,1.0,33.0,42.0,1,1,7.4,,,0,Philippines,"MINDANAONanISLAND,NanPHILIPPINES",8.0,126.0,0.44,3,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,PHL
215,216,1919,1.0,1.0,2.0,59.0,57.0,1,1,8.3,,,0,Tonga,TONGANanISLANDS,-19.6,-176.6,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TON
216,217,1919,1.0,,,,,-1,0,,,,0,Usa,HAWAII,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
217,218,1919,2.0,13.0,,,,2,0,,,,0,Indonesia,TIMORNanSEA,-9.0,124.85,,1,,,1.5,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,IDN
218,219,1919,4.0,3.0,,,,1,6,,4864.0,,0,Indonesia,SULAWESI,3.138,125.491,5.0,0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,IDN
219,220,1919,4.0,9.0,,,,-1,0,,,,0,Usa,HAWAII,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
220,221,1919,4.0,29.0,,,,-1,1,,,,0,Tonga,TONGANanISLANDS,-19.0,-172.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TON
221,222,1919,4.0,30.0,7.0,17.0,17.3,4,1,8.1,,,1,Tonga,TONGANanISLANDS,-18.352,-172.515,2.5,9,,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,TON
222,223,1919,5.0,6.0,19.0,41.0,13.0,3,1,8.2,,,0,Papua New Guinea,SOLOMONNanSEA,-4.806,153.859,,2,,2.6,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,PNG
223,224,1919,5.0,22.0,17.0,45.0,,4,6,,25.0,,0,Italy,STROMBOLINanISLAND,38.789,15.213,0.75,5,,,4.0,,,,,,,,1.0,,,,,4.0,1.0,,,,3.0,,1.0,10.0,1.0,,3.0,ITA
224,225,1919,6.0,29.0,23.0,14.0,13.4,3,1,6.6,,,0,Nicaragua,GULFNanOFNanFONSECA,12.33,-88.291,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIC
225,226,1919,8.0,19.0,,,,0,1,,,,0,Venezuela,LAGONanDENanMARACAIBO,10.6,-71.6,,1,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,
226,227,1919,10.0,2.0,,,,4,7,,3443.0,,0,Usa,"ALIKA,NanHAWAII",19.23,-155.9,4.3,3,,,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,USA
227,228,1919,10.0,22.0,6.0,6.0,,-1,1,5.6,,,0,Italy,TYRRHENIANNanSEA,41.4,12.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
228,229,1919,11.0,21.0,,,,1,1,,,,0,Indonesia,NW.NanIRIANNanJAYA,-2.55,140.75,,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,IDN
229,230,1919,12.0,26.0,,,,1,1,,,,0,Ukraine,CRIMEA,44.0,33.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,UKR
230,231,1920,1.0,29.0,,,,1,1,,,,0,Indonesia,N.NanMOLUCCASNanISLANDS,0.87,122.92,2.0,2,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,IDN
